prioridad,fecha,dia,hora,score,fecha_str,hora_str
alta,2025-10-27 10:00:00,Lun,10,0.9350768398268396,2025-10-27,10:00
alta,2025-10-29 10:00:00,Mié,10,0.9112449309949309,2025-10-29,10:00
