prioridad,fecha,dia,hora,score,fecha_str,hora_str
alta,2025-10-20 10:00:00,Lun,10,0.9350768398268396,2025-10-20,10:00
media,2025-10-23 10:00:00,Jue,10,0.9371455026455029,2025-10-23,10:00
media,2025-10-23 15:00:00,Jue,15,0.9345396825396826,2025-10-23,15:00
baja,2025-10-23 16:00:00,Jue,16,0.9255066137566136,2025-10-23,16:00
alta,2025-10-23 17:00:00,Jue,17,0.903170634920635,2025-10-23,17:00
baja,2025-10-23 17:00:00,Jue,17,0.9241944444444444,2025-10-23,17:00
