prioridad,fecha,dia,hora,score,fecha_str,hora_str
alta,2025-10-27 10:00:00,Lun,10,0.9350768398268396,2025-10-27,10:00
alta,2025-10-29 10:00:00,Mié,10,0.9112449309949309,2025-10-29,10:00
media,2025-10-30 14:00:00,Jue,14,0.9418174603174604,2025-10-30,14:00
media,2025-10-30 15:00:00,Jue,15,0.9345396825396824,2025-10-30,15:00
baja,2025-10-30 16:00:00,Jue,16,0.9255066137566136,2025-10-30,16:00
baja,2025-10-30 17:00:00,Jue,17,0.9241944444444444,2025-10-30,17:00
