prioridad,fecha,dia,hora,score,fecha_str,hora_str
media,2025-10-30 14:00:00,Jue,14,0.9418174603174604,2025-10-30,14:00
media,2025-10-30 15:00:00,Jue,15,0.9345396825396824,2025-10-30,15:00
